-0.27138735,0.097555175,-4.7636493,-0.077077358,-0.059642488,-0.68477524,0.19675989,0.73776505,-1.0612343,-0.14508598,0.15707759,1.8948638,0,-0.12761405,0.060461308,0.036925217,0,-0.0088213609,-0.039926739,-9.590094,0,-0.0015503845,0,0.4277984,0.7185302,0.040425822
-0.37704023,0.06653914,-11.416727,0.058895129,-0.059642488,0.059635807,0.54347413,0.73977424,-20.343458,-1.9689333,0.29325116,1.7499849,0,-0.80078005,0.050523901,-0.039705989,-0.13968093,0.85549546,-0.19382857,-9.7007296,-0.078315749,0.25669416,0,0.98554082,0.69913073,0.0044674673
-0.1424864,0.12462306,-5.735337,0.038759967,-0.18273554,-0.095487455,1.1600653,0.26930159,-40.483374,-3.2511127,0.50707924,-1.375324,0,-0.30352771,0.11779378,-0.037563354,-0.10746896,0.72961753,-0.043090184,-9.2496641,-0.46803456,0.41776523,-0.037329519,2.0343244,3.3305916,-0.30091353
-0.2439772,0.11797579,-5.0661631,0.062556395,0.2476654,0.36412684,0.67241055,0.5900836,-55.258154,-2.8683275,0.46584549,-1.4724332,0.13002372,-1.0101855,0.18922393,-0.040434831,0.086896594,-0.0067052359,0.093275467,-7.6953465,-0.61273615,0.47433688,-0.037329519,0.31080832,2.2413862,-0.40067803
-0.52075364,0.11200083,-11.378739,-0.50670565,-0.25926898,0.5102439,-2.0316824,1.4091516,-66.491424,-2.6611337,0.36153058,-2.8791117,0.087671284,-0.22207589,0.19844465,0.019306784,-0.28335863,0.24559457,0.19037785,-0.057345446,-0.43850555,0.76629865,0.10603709,0.89150988,2.0971239,-0.73407916
-1.065809,0.0087260429,-7.9210759,-0.6514374,-0.28435416,0.42143147,-2.9282987,2.079664,-70.2306,-3.480038,0.18823146,-2.9081475,0.20351893,-0.52453982,0.22805956,-0.34260738,0.013184313,-2.6798353,0.45101203,-4.4462522,0.05395251,0.1441429,0.14114915,0.31105831,-0.57063174,-1.1580731
-0.59795546,-0.045612005,1.6319286,-0.54341616,0.040101166,1.0537016,-2.8620545,0.93537087,-71.802076,-7.6490005,-0.27459993,-5.9879918,0.083439413,0.033612774,0.25022077,-0.67472854,-0.096663015,0.6775885,-1.3730813,4.9811562,0.45124425,-0.22704115,0.23560636,-6.1128653,-5.7044754,-0.94224701
-0.75974595,-0.14313737,8.626838,-0.74518888,0.38412832,0.30682685,-1.70687,-0.17252707,-74.14488,-7.9276398,-0.24925637,-6.641868,-0.010478081,0.56039932,0.43576842,-0.43799478,-0.097264425,2.5186007,-3.1732116,0.60976198,1.296302,-0.26390945,0.30522648,-16.084286,-9.2060171,-0.89925489
0.26612105,-0.091447726,9.4123329,-0.39418492,0.10768914,-0.26135168,-2.6601283,-1.3886382,-56.41829,-6.7964713,-0.2617005,-6.1682627,-0.06222922,0.8246765,0.23833223,-0.68036262,-0.080484697,0.93071812,-5.6483355,-5.8513894,0.81121881,-0.40708706,0.27532524,-17.399238,-12.951621,-0.78455154
0.96396124,-0.11438974,15.197262,-0.24140585,-0.15636787,-0.68338702,-2.4380035,-0.47390649,-50.829316,-5.8373599,-0.29087288,-9.8612992,0.012371627,0.79518565,0.15222754,-0.4574656,-0.11093329,1.2783351,-4.2776559,-11.17684,1.8303662,-0.58940312,0.19889568,-12.958611,-12.686661,-0.93626315
0.74799393,-0.21445868,0.82917398,-0.24929027,0.01014985,-1.5375435,-0.63710294,-0.48704316,-41.427599,-1.6385419,-0.28208771,-7.519767,0.037170358,0.48571243,0.16545047,-0.071642276,0.15381396,0.95100832,-4.1544722,-26.948152,0.074033265,-0.34376811,-0.1151657,-2.5559087,-10.39436,-0.61940319
0.43512538,-0.088412172,-3.2656576,0.17427414,0.0010249189,-1.8589353,-0.46795573,-2.2234962,-34.247124,0.65564359,-0.11655616,-5.281893,-0.028729106,0.32410112,0.18150042,0.2354271,0.050259516,3.3143643,-1.6831163,-38.248562,-0.63915058,-0.14722808,-0.15027777,-1.5103367,-10.510077,-0.057354426
0.48303546,-0.13163972,-4.6031059,0.54763736,0.38190082,-2.1848221,-0.76975401,-0.68811522,-24.110796,1.1131307,0.6103652,-2.7264112,0.10678236,-0.12176257,0.22497038,0.55692071,0.027986044,2.2304179,0.35627592,-49.886777,-1.5396132,0.31781864,-0.38401891,0.49932571,-5.8037506,0.089678857
0.33694048,-0.059045319,-6.3860568,0.51733388,0.3671766,-1.2353621,-0.92335277,0.63583137,-17.333194,-1.3228181,0.64571698,-1.8339412,0.098776971,0.49219922,-0.054140763,0.38006989,0.12222971,0.81232467,-0.098219549,-57.324866,-0.47582176,0.29661614,-0.41403827,-0.5791134,-4.6562904,-0.0055594921
0.038754472,0.087852266,-7.0388094,0.38948334,0.19635118,-1.5351275,-0.75671632,1.9135221,-7.0466198,-0.4664404,0.43043201,1.2151709,0.042735728,0.64845343,0.39078434,0.31109048,0.032002101,0.85253338,-0.23348211,-46.821471,-0.11455947,0.49236179,-0.20804793,-0.70466517,-1.7689853,0.033034896
-0.11029167,0.24159433,-5.9625714,0.19291053,-0.19609721,-0.47784766,-0.18248948,0.19882541,2.1093246,0.9314187,0.074066569,3.331244,-0.028506128,0.17016501,0.17695373,0.35373183,0.030236039,0.55719131,0.028414217,-21.770741,0.08740326,0.054014564,-0.16531524,0.16246846,0.37455366,0.035713799
-0.069130209,0.084785699,1.8456131,0.17292189,-0.031490626,-0.16647032,0.14552161,0.89486928,2.3041599,0.19938877,0.032655904,1.7161206,-0.028506128,-0.50723507,0.16177809,0.30642843,0.057380188,-1.5258752,-0.15624203,-4.8834222,-0.23390102,-0.029702246,0,-0.028506128,3.7318906,0.11535674
0.17685699,0.050598124,0.11086897,0.21497383,0.13716746,0.20054085,0.3106511,0.75215483,-35.072656,-1.1858352,0.10622283,0.51230537,-0.033847027,-0.92824442,-0.0096494552,0.41675113,0.11313802,-0.99240874,-0.37329403,-11.392303,-0.41267104,-0.029702246,0,0.4277984,2.1416578,0.035713799
0.017958262,0.081304138,1.2036649,0.089611503,0.19428678,0.56591179,0.77311247,0.6256747,-50.758461,-0.71594992,0.4351665,0.47676581,-0.033847027,-0.92824922,0.28322794,0.5981751,0.15516875,-0.95620905,-0.077569797,-14.774224,-0.69858827,0.52778223,0,0.075111582,1.5321538,0.038594388
-0.15458096,-0.041467677,0.206323,-0.11672633,0.46488905,0.26602708,0.033130558,-0.55400705,-48.862078,-0.36088403,0.084843376,0.16490165,0.036074603,-0.89357283,0.15834945,0.57501761,0.41187217,0.85915617,-0.36662655,-6.6108431,-0.31620674,0.13912832,-0.037329519,-1.8036391,-0.40746044,0.058292826
-0.1935564,-0.10629859,0.49392782,-0.060208884,0.27385009,0.1835491,0.49571128,0.38756344,-50.525206,-1.9050689,-0.34165976,-1.6439055,0.043905338,0.0045694245,0.15553003,0.29681346,0.37016112,-2.3636252,-1.2967626,2.055874,-0.2019994,-1.0454012,-0.072441584,1.7230599,0.00065662603,0.09112977
-0.27676792,0.0016821355,8.6355234,0.15607328,0.77807908,0.70025964,0.59226805,0.16931942,-46.925676,-3.881702,-0.24515867,-1.7622196,0.12829055,0.29880304,0.15560995,0.24888662,0.4214369,0.25536142,0.24951887,-5.0496473,-0.50581865,-0.63717343,0.062081029,-1.2260356,-2.5308004,0.1996637
-0.83919409,0.27849926,6.006924,0.10492249,0.31820038,0.88613503,-0.045179713,-0.61404417,-46.690943,-4.5019366,-0.23858939,-5.2857238,0.1447599,0.84135488,0.2013998,-0.36465625,-0.09000567,3.4306876,-1.0367868,3.4834149,-0.78275547,-0.43416513,0.063748743,-4.0155899,-3.4434014,0.12974343
-1.5123499,0.19218829,4.167849,0.21723268,0.096924232,0.03791032,0.49766027,0.70204365,-51.007681,-3.3367797,-0.0016838555,-5.0695016,0.1347993,0.85220154,-0.026045679,-0.048412981,-0.18588414,3.8842347,-2.4073335,5.7054629,-0.7720402,-0.44263996,0.13803811,-0.71215357,-5.3407848,-0.074645157
-0.468668,0.022825547,-9.2988184,0.38404447,0.067401236,-0.70151755,-0.27367781,0.042846292,-42.661588,-3.2602965,-0.046960376,-7.9101873,0.11022607,1.2090406,-0.23296663,-0.046738029,-0.16946271,1.8413999,-2.3926225,3.7527403,-0.07081496,-0.28468007,0.078749271,-0.17088256,-5.9106857,-0.022791986
1.425858,-0.089828427,2.5462121,0.18975462,-0.0849321,-0.59660095,-2.0276285,0.17703178,-35.691918,-3.8090708,0.50736079,-10.892639,0.017621621,0.96054794,-0.0071415198,0.40569258,-0.33161488,1.1374707,-2.111141,-10.163423,0.13153877,-0.4066402,-0.03181928,2.6031039,-3.0397205,-0.41385462
0.2487146,-0.19291582,-4.5574071,-0.20978619,0.086721153,-0.57032607,-2.7010385,-0.37035774,-25.145745,-1.8642913,0.75696776,-8.3000296,-0.024455262,0.1595575,0.032694753,0.16225427,-0.11527532,-1.5853906,-1.7337832,-19.825403,0.0096116235,-0.12985207,-0.16702057,-0.19202819,-3.5146388,-0.28327278
0.013900086,-0.11774156,-2.9354519,-0.11683065,-0.0087900456,-0.055586981,-1.675173,-0.15124262,-18.902184,-3.6042434,0.11835671,-3.6271431,-0.13448131,0.32304922,0.12040696,0.3615515,0.096313809,-2.52509,-1.4653372,-28.390013,0.34557762,-0.46920887,0.2100851,-1.7876317,-3.2793083,0.10761074
-0.28578469,-0.24146884,1.0758291,0.13817627,0.27736433,-2.0002589,-0.53894566,-0.24998051,-10.95505,-3.4488305,0.13174136,-1.8011528,-0.20159394,-0.62749498,0.045987025,0.64128068,-0.012837615,-1.8100645,-0.76723504,-28.796027,0.15650186,0.28579445,-0.022793018,-1.514323,-2.0691723,0.071382833
-0.35095305,0.26434153,-2.5205859,0.095121219,0.30794877,-0.99295566,-1.547659,-0.76415472,-10.399731,-1.6406925,0.2909804,0.62157079,-0.0014203978,-1.4272562,-0.54674526,0.34663695,0.087672067,-1.9577345,0.10666441,-23.923251,-0.12241894,0.17082647,-0.19671464,-2.0360393,-3.9033334,-0.088099556
-0.18474094,0.15852047,-7.6247243,0.27190068,0.25087678,-1.1167172,-1.3365052,-0.35944477,-0.80465787,-1.5718699,0.38170447,0.53075085,0,0.19026751,0.11913903,0.38652027,0.058026806,-1.3036489,-0.35389813,-16.150306,0.16426459,0.29570364,-0.2011592,-0.12047209,-1.8377054,-0.081754463
-0.30179232,0.15292062,-4.6977659,0.19085271,0.032368873,-1.3848472,-0.68355842,-1.3018066,1.5339633,0.27298328,0.23987993,0.34054596,-0.028506128,0.22306724,0.17453695,0.49795832,0.030236039,1.3848368,0.21327542,-19.049754,-0.060909694,0.046585786,-0.19673662,0.0074101673,0.41058335,-0.038360013
-0.20487408,0.016910718,0.70658638,0.063317344,-0.00063740759,0.2038416,0.5560035,0.510042,9.6783674,0.40436782,0.21484608,1.9842651,-0.028506128,-0.83444377,0.12136146,0.45105407,0.085559808,0.45823153,0.051116197,1.9525754,-0.52983948,-0.038180587,0,0.058892989,1.8159002,0.11535674
0.18035322,-0.095336531,0.69359493,-0.0095228929,0.16539431,-0.0092574009,0.66446789,-0.22687452,-28.746781,-2.249353,0.26971149,-1.8784443,-0.033847027,-0.88877657,-0.084470571,0.52229881,0.083637029,-0.2716164,-0.16995039,-4.6162558,-0.46337506,-0.040401636,0,0.24289063,1.7228887,0.039222109
0.079861687,0.0053849021,2.879106,0.21777704,0.42193519,0.36766257,1.0176962,-0.70482819,-42.409593,-1.4338284,0.026465461,-2.5814415,-0.035167253,-0.20842734,-0.032923391,0.55032207,0.15540837,0.23167428,0.17782707,-14.379717,-0.4954869,-0.28279038,0.13691745,-1.6320205,2.2842746,0.038594388
0.067538752,0.057662071,1.6327619,-0.077690765,0.58052038,0.12752972,-0.14910494,-0.48365739,-51.010726,-2.1782581,-0.23270621,-2.7460652,0.072377393,0.098876041,-0.088221188,0.27175248,0.38001194,3.9519483,-1.1549779,-10.390555,-0.029157255,-0.931607,0.13265861,-2.0554911,-0.85155826,0.20483762
